"","oid","ent","sectionId"
"465",104,3,349
"466",104,4,393
"467",105,1,245
"468",105,2,249
"469",105,3,326
"470",105,4,327
"471",105,5,371
"472",105,6,447
"473",106,1,443
"474",106,2,370
"475",106,3,342
"476",106,4,286
"477",106,5,248
"478",106,6,253
"479",107,1,372
"480",107,2,311
"481",107,3,301
"482",108,1,252
"483",108,2,249
"484",108,3,349
"485",108,4,420
"486",109,1,321
"487",109,2,349
"488",109,3,393
"489",110,1,372
"490",110,2,342
"491",110,3,286
"492",110,4,248
"493",110,5,246
"494",111,1,392
"495",111,2,397
"496",111,3,400
"497",112,1,245
"498",112,2,247
"499",112,3,296
"500",112,4,300
"501",112,5,376
"502",113,1,372
"503",113,2,311
"504",113,3,277
"505",113,4,276
"506",114,1,372
"507",114,2,371
"508",114,3,413
"509",114,4,405
"510",114,5,420
"511",115,1,298
"512",115,2,300
"513",115,3,376
"514",116,1,321
"515",116,2,251
"516",116,3,247
"517",116,4,296
"518",116,5,299
"519",117,1,430
"520",117,2,397
"521",117,3,398
"522",117,4,447
"523",118,1,430
"524",118,2,421
"525",118,3,251
"526",118,4,253
"527",119,1,430
"528",119,2,421
"529",119,3,322
"530",120,1,252
"531",120,2,249
"532",120,3,349
"533",120,4,420
"534",121,1,273
"535",121,2,248
"536",121,3,249
"537",121,4,322
"538",122,1,302
"539",122,2,300
"540",122,3,342
"541",122,4,334
"542",122,5,349
"543",122,6,393
"544",123,1,245
"545",123,2,249
"546",123,3,349
"547",123,4,397
"548",123,5,400
"549",124,1,252
"550",124,2,247
"551",124,3,276
"552",125,1,392
"553",125,2,421
"554",125,3,326
"555",125,4,327
"556",125,5,311
"557",125,6,299
"558",126,1,321
"559",126,2,251
"560",126,3,247
"561",126,4,296
"562",126,5,299
"563",127,1,321
"564",127,2,349
"565",127,3,397
"566",127,4,398
"567",127,5,447
"568",128,1,321
"569",128,2,251
"570",128,3,246
"571",129,1,392
"572",129,2,421
"573",129,3,326
"574",129,4,327
"575",129,5,311
"576",129,6,299
"577",130,1,392
"578",130,2,421
"579",130,3,326
"580",130,4,327
"581",130,5,376
"582",131,1,392
"583",131,2,397
"584",131,3,398
"585",131,4,447
"586",132,1,392
"587",132,2,421
"588",132,3,326
"589",132,4,327
"590",132,5,311
"591",132,6,299
"592",133,1,321
"593",133,2,326
"594",133,3,327
"595",133,4,376
"596",134,1,245
"597",134,2,249
"598",134,3,349
"599",134,4,393
"600",135,1,392
"601",135,2,421
"602",135,3,322
"603",136,1,392
"604",136,2,421
"605",136,3,326
"606",136,4,327
"607",136,5,376
"608",137,1,298
"609",137,2,277
"610",137,3,248
"611",137,4,253
"612",138,1,298
"613",138,2,277
"614",138,3,248
"615",138,4,249
"616",138,5,322
"617",139,1,392
"618",139,2,421
"619",139,3,326
"620",139,4,327
"621",139,5,311
"622",139,6,299
"623",140,1,321
"624",140,2,251
"625",140,3,247
"626",140,4,276
"627",141,1,441
"628",141,2,413
"629",141,3,402
"630",141,4,286
"631",141,5,248
"632",141,6,253
"633",142,1,245
"634",142,2,253
"635",143,1,245
"636",143,2,247
"637",143,3,296
"638",143,4,300
"639",143,5,376
"640",144,1,430
"641",144,2,397
"642",144,3,402
"643",144,4,327
"644",144,5,311
"645",144,6,299
"646",145,1,321
"647",145,2,251
"648",145,3,247
"649",145,4,296
"650",145,5,301
"651",146,1,392
"652",146,2,397
"653",146,3,398
"654",146,4,447
"655",147,1,409
"656",147,2,402
"657",147,3,327
"658",147,4,311
"659",147,5,301
"660",148,1,409
"661",148,2,405
"662",148,3,421
"663",148,4,322
"664",149,1,321
"665",149,2,349
"666",149,3,397
"667",149,4,398
"668",149,5,447
"669",150,1,252
"670",150,2,249
"671",150,3,349
"672",150,4,397
"673",150,5,400
"674",151,1,245
"675",151,2,247
"676",151,3,296
"677",151,4,299
"678",152,1,372
"679",152,2,342
"680",152,3,286
"681",152,4,248
"682",152,5,246
"683",153,1,443
"684",153,2,370
"685",153,3,311
"686",153,4,301
"687",154,1,273
"688",154,2,275
"689",154,3,329
"690",154,4,398
"691",154,5,442
"692",155,1,252
"693",155,2,247
"694",155,3,296
"695",155,4,299
"696",156,1,409
"697",156,2,398
"698",156,3,370
"699",156,4,376
"700",157,1,430
"701",157,2,421
"702",157,3,326
"703",157,4,286
"704",157,5,296
"705",157,6,301
"706",158,1,321
"707",158,2,326
"708",158,3,327
"709",158,4,376
"710",159,1,321
"711",159,2,349
"712",159,3,397
"713",159,4,398
"714",159,5,447
"715",160,1,443
"716",160,2,370
"717",160,3,311
"718",160,4,301
"719",161,1,273
"720",161,2,296
"721",161,3,300
"722",161,4,376
"723",162,1,321
"724",162,2,326
"725",162,3,327
"726",162,4,376
"727",163,1,273
"728",163,2,275
"729",163,3,329
"730",163,4,400
"731",164,1,443
"732",164,2,370
"733",164,3,311
"734",164,4,301
"735",165,1,392
"736",165,2,397
"737",165,3,398
"738",165,4,447
"739",166,1,245
"740",166,2,247
"741",166,3,296
"742",166,4,299
"743",167,1,392
"744",167,2,397
"745",167,3,398
"746",167,4,447
"747",168,1,321
"748",168,2,326
"749",168,3,286
"750",168,4,296
"751",168,5,299
"752",169,1,252
"753",169,2,247
"754",169,3,275
"755",169,4,329
"756",169,5,398
"757",169,6,442
"758",170,1,245
"759",170,2,253
"760",171,1,409
"761",171,2,402
"762",171,3,286
"763",171,4,276
"764",172,1,392
"765",172,2,421
"766",172,3,326
"767",172,4,327
"768",172,5,311
"769",172,6,299
"770",173,1,252
"771",173,2,249
"772",173,3,349
"773",173,4,393
"774",174,1,443
"775",174,2,442
"776",175,1,321
"777",175,2,326
"778",175,3,329
"779",175,4,398
"780",175,5,447
"781",176,1,245
"782",176,2,249
"783",176,3,326
"784",176,4,327
"785",176,5,371
"786",176,6,447
"787",177,1,252
"788",177,2,249
"789",177,3,322
"790",178,1,321
"791",178,2,326
"792",178,3,286
"793",178,4,296
"794",178,5,301
"795",179,1,443
"796",179,2,370
"797",179,3,342
"798",179,4,286
"799",179,5,276
"800",180,1,321
"801",180,2,349
"802",180,3,397
"803",180,4,398
"804",180,5,447
"805",181,1,392
"806",181,2,421
"807",181,3,326
"808",181,4,327
"809",181,5,376
"810",182,1,252
"811",182,2,247
"812",182,3,275
"813",182,4,327
"814",182,5,371
"815",182,6,447
"816",183,1,252
"817",183,2,247
"818",183,3,275
"819",183,4,327
"820",183,5,376
"821",184,1,273
"822",184,2,296
"823",184,3,301
"824",185,1,273
"825",185,2,275
"826",185,3,334
"827",185,4,349
"828",185,5,420
"829",186,1,245
"830",186,2,249
"831",186,3,326
"832",186,4,329
"833",186,5,398
"834",186,6,442
"835",187,1,392
"836",187,2,421
"837",187,3,326
"838",187,4,286
"839",187,5,296
"840",187,6,299
"841",188,1,392
"842",188,2,421
"843",188,3,326
"844",188,4,286
"845",188,5,296
"846",188,6,299
"847",189,1,392
"848",189,2,421
"849",189,3,326
"850",189,4,327
"851",189,5,376
"852",190,1,372
"853",190,2,342
"854",190,3,334
"855",190,4,349
"856",190,5,393
"857",191,1,409
"858",191,2,405
"859",191,3,421
"860",191,4,322
"861",192,1,245
"862",192,2,249
"863",192,3,326
"864",192,4,329
"865",192,5,398
"866",192,6,447
"867",193,1,321
"868",193,2,326
"869",193,3,327
"870",193,4,376
"871",194,1,245
"872",194,2,247
"873",194,3,296
"874",194,4,299
"875",195,1,430
"876",195,2,397
"877",195,3,400
"878",196,1,245
"879",196,2,247
"880",196,3,296
"881",196,4,299
"882",197,1,321
"883",197,2,349
"884",197,3,397
"885",197,4,398
"886",197,5,447
"887",198,1,443
"888",198,2,413
"889",198,3,405
"890",198,4,420
"891",199,1,430
"892",199,2,421
"893",199,3,326
"894",199,4,327
"895",199,5,376
"896",200,1,245
"897",200,2,247
"898",200,3,296
"899",200,4,300
"900",200,5,376
"901",201,1,392
"902",201,2,397
"903",201,3,398
"904",201,4,447
"905",202,1,392
"906",202,2,397
"907",202,3,398
"908",202,4,447
"909",203,1,443
"910",203,2,413
"911",203,3,405
"912",203,4,420
"913",204,1,321
"914",204,2,326
"915",204,3,329
"916",204,4,398
"917",204,5,447
"918",205,1,321
"919",205,2,326
"920",205,3,286
"921",205,4,296
"922",205,5,299
"923",206,1,321
"924",206,2,349
"925",206,3,397
"926",206,4,398
"927",206,5,447
"928",207,1,430
"929",207,2,397
"930",207,3,398
"931",207,4,370
"932",207,5,376
"933",208,1,392
"934",208,2,397
"935",208,3,402
"936",208,4,327
"937",208,5,376
"938",209,1,321
"939",209,2,326
"940",209,3,327
"941",209,4,376
"942",210,1,273
"943",210,2,296
"944",210,3,299
"945",211,1,302
"946",211,2,277
"947",211,3,248
"948",211,4,246
"949",212,1,430
"950",212,2,397
"951",212,3,400
"952",213,1,409
"953",213,2,405
"954",213,3,421
"955",213,4,322
"956",214,1,245
"957",214,2,249
"958",214,3,326
"959",214,4,327
"960",214,5,371
"961",214,6,447
"962",215,1,245
"963",215,2,247
"964",215,3,296
"965",215,4,299
"966",216,1,441
"967",216,2,413
"968",216,3,405
"969",216,4,420
"970",217,1,245
"971",217,2,249
"972",217,3,326
"973",217,4,329
"974",217,5,398
"975",217,6,447
"976",218,1,372
"977",218,2,371
"978",218,3,413
"979",218,4,405
"980",218,5,420
"981",219,1,441
"982",219,2,413
"983",219,3,400
"984",220,1,430
"985",220,2,397
"986",220,3,398
"987",220,4,442
"988",221,1,245
"989",221,2,247
"990",221,3,296
"991",221,4,300
"992",221,5,376
"993",222,1,430
"994",222,2,421
"995",222,3,326
"996",222,4,286
"997",222,5,276
"998",223,1,245
"999",223,2,249
"1000",223,3,326
"1001",223,4,327
"1002",223,5,376
"1003",224,1,298
"1004",224,2,300
"1005",224,3,371
"1006",224,4,442
"1007",225,1,430
"1008",225,2,397
"1009",225,3,398
"1010",225,4,442
"1011",226,1,321
"1012",226,2,349
"1013",226,3,397
"1014",226,4,398
"1015",226,5,447
"1016",227,1,321
"1017",227,2,326
"1018",227,3,327
"1019",227,4,376
"1020",228,1,392
"1021",228,2,397
"1022",228,3,398
"1023",228,4,447
"1024",229,1,245
"1025",229,2,249
"1026",229,3,349
"1027",229,4,420
"1028",230,1,252
"1029",230,2,247
"1030",230,3,276
"1031",231,1,245
"1032",231,2,249
"1033",231,3,326
"1034",231,4,327
"1035",231,5,371
"1036",231,6,447
"1037",232,1,430
