"","oid","ent","sectionId"
"1279",296,2,326
"1280",296,3,327
"1281",296,4,311
"1282",296,5,299
"1283",297,1,392
"1284",297,2,421
"1285",297,3,326
"1286",297,4,327
"1287",297,5,311
"1288",297,6,299
"1289",298,1,245
"1290",298,2,247
"1291",298,3,275
"1292",298,4,327
"1293",298,5,371
"1294",298,6,447
"1295",299,1,409
"1296",299,2,402
"1297",299,3,334
"1298",299,4,251
"1299",299,5,246
"1300",300,1,430
"1301",300,2,421
"1302",300,3,326
"1303",300,4,286
"1304",300,5,296
"1305",300,6,301
"1306",301,1,372
"1307",301,2,371
"1308",301,3,442
"1309",302,1,273
"1310",302,2,248
"1311",302,3,246
"1312",303,1,298
"1313",303,2,300
"1314",303,3,376
"1315",304,1,252
"1316",304,2,249
"1317",304,3,349
"1318",304,4,393
"1319",305,1,245
"1320",305,2,247
"1321",305,3,296
"1322",305,4,299
"1323",306,1,441
"1324",306,2,447
"1325",307,1,321
"1326",307,2,251
"1327",307,3,246
"1328",308,1,273
"1329",308,2,248
"1330",308,3,249
"1331",308,4,322
"1332",309,1,321
"1333",309,2,349
"1334",309,3,397
"1335",309,4,398
"1336",309,5,447
"1337",310,1,409
"1338",310,2,402
"1339",310,3,334
"1340",310,4,322
"1341",311,1,273
"1342",311,2,275
"1343",311,3,329
"1344",311,4,405
"1345",311,5,420
"1346",312,1,245
"1347",312,2,247
"1348",312,3,275
"1349",312,4,327
"1350",312,5,371
"1351",312,6,447
"1352",313,1,245
"1353",313,2,247
"1354",313,3,275
"1355",313,4,327
"1356",313,5,371
"1357",313,6,447
"1358",314,1,245
"1359",314,2,247
"1360",314,3,296
"1361",314,4,299
"1362",315,1,245
"1363",315,2,247
"1364",315,3,275
"1365",315,4,327
"1366",315,5,371
"1367",315,6,447
"1368",316,1,392
"1369",316,2,397
"1370",316,3,402
"1371",316,4,327
"1372",316,5,376
"1373",317,1,298
"1374",317,2,277
"1375",317,3,248
"1376",317,4,246
"1377",318,1,321
"1378",318,2,326
"1379",318,3,327
"1380",318,4,376
"1381",319,1,298
"1382",319,2,277
"1383",319,3,275
"1384",319,4,334
"1385",319,5,322
"1386",320,1,443
"1387",320,2,413
"1388",320,3,405
"1389",320,4,420
"1390",321,1,321
"1391",321,2,326
"1392",321,3,327
"1393",321,4,311
"1394",321,5,299
"1395",322,1,321
"1396",322,2,326
"1397",322,3,327
"1398",322,4,376
"1399",323,1,321
"1400",323,2,326
"1401",323,3,327
"1402",323,4,376
"1403",324,1,409
"1404",324,2,402
"1405",324,3,334
"1406",324,4,251
"1407",324,5,246
"1408",325,1,372
"1409",325,2,371
"1410",325,3,413
"1411",325,4,400
"1412",326,1,443
"1413",326,2,413
"1414",326,3,400
"1415",327,1,245
"1416",327,2,247
"1417",327,3,296
"1418",327,4,300
"1419",327,5,376
"1420",328,1,252
"1421",328,2,247
"1422",328,3,275
"1423",328,4,327
"1424",328,5,371
"1425",328,6,442
"1426",329,1,245
"1427",329,2,247
"1428",329,3,296
"1429",329,4,300
"1430",329,5,376
"1431",330,1,409
"1432",330,2,405
"1433",330,3,420
"1434",331,1,298
"1435",331,2,277
"1436",331,3,248
"1437",331,4,253
"1438",332,1,298
"1439",332,2,299
"1440",333,1,392
"1441",333,2,397
"1442",333,3,398
"1443",333,4,447
"1444",334,1,321
"1445",334,2,326
"1446",334,3,327
"1447",334,4,376
"1448",335,1,252
"1449",335,2,247
"1450",335,3,296
"1451",335,4,301
"1452",336,1,372
"1453",336,2,311
"1454",336,3,301
"1455",337,1,392
"1456",337,2,421
"1457",337,3,326
"1458",337,4,327
"1459",337,5,376
"1460",338,1,245
"1461",338,2,247
"1462",338,3,296
"1463",338,4,299
"1464",339,1,252
"1465",339,2,249
"1466",339,3,349
"1467",339,4,420
"1468",340,1,273
"1469",340,2,248
"1470",340,3,249
"1471",340,4,349
"1472",340,5,393
"1473",341,1,321
"1474",341,2,349
"1475",341,3,397
"1476",341,4,400
"1477",342,1,252
"1478",342,2,249
"1479",342,3,349
"1480",342,4,397
"1481",342,5,400
"1482",343,1,430
"1483",343,2,397
"1484",343,3,400
"1485",344,1,245
"1486",344,2,247
"1487",344,3,275
"1488",344,4,327
"1489",344,5,371
"1490",344,6,447
"1491",345,1,302
"1492",345,2,301
"1493",346,1,409
"1494",346,2,402
"1495",346,3,334
